date,pollution_today,dew,temp,press,wnd_spd,snow,rain,pollution_yesterday
3/9/2010,18,-17.95833333,-3.375,1035.375,97.55083333,0,0,48.33333333
3/10/2010,59.58333333,-13.70833333,0.75,1021.375,11.47041667,0,0,18
3/11/2010,171.625,-7.791666667,2.208333333,1009.416667,4.4875,0,0,59.58333333
3/12/2010,49.20833333,-14.29166667,5.541666667,1017.416667,26.33833333,0,0,171.625
3/13/2010,62.125,-9.75,2.875,1026.375,21.70791667,0,0,49.20833333
3/14/2010,83.875,-3.541666667,0.25,1020.916667,10.34,3.375,0.25,62.125
3/15/2010,64.5,-9.75,1.583333333,1023.208333,61.10291667,0,0,83.875
3/16/2010,64.25,-10.79166667,0.5,1023.208333,4.0425,0,0,64.5
3/17/2010,40.79166667,-12.83333333,3,1026.333333,16.01833333,0,0,64.25
3/18/2010,157.6666667,-3.291666667,0.583333333,1020.041667,4.840833333,0.041666667,0,40.79166667
3/19/2010,228.4166667,1.791666667,4.375,1003.5,3.031666667,0,0.25,157.6666667
3/20/2010,203.0416667,-6.916666667,6.958333333,1008.375,83.04875,0,0,228.4166667
3/21/2010,68.91666667,-8.041666667,7.458333333,1013.75,18.905,0,0,203.0416667
3/22/2010,157.125,-8,8.625,1014.041667,35.65958333,0,0,68.91666667
3/23/2010,52.125,-7.75,7.625,1020.958333,28.82625,0,0,157.125
3/24/2010,62.83333333,-6.541666667,6.75,1022.333333,20.00041667,0,0.25,52.125
3/25/2010,30.41666667,-11,4.375,1026.041667,13.76166667,0,0,62.83333333
3/26/2010,67.70833333,-10.75,6.5,1019.041667,9.479583333,0,0,30.41666667
3/27/2010,72.33333333,-8.541666667,5.875,1025.25,16.48458333,0,0,67.70833333
3/28/2010,71.79166667,-7.166666667,6.541666667,1026.458333,14.47458333,0,0,72.33333333
3/29/2010,213.7083333,-0.208333333,7.541666667,1023.458333,11.34416667,0,0.458333333,71.79166667
3/30/2010,215.0856481,6.5,8.5,1017.125,9.686666667,0,5.083333333,213.7083333
3/31/2010,141.4351852,1.666666667,11.125,1014.416667,10.89291667,0,0.041666667,215.0856481
4/1/2010,28.04166667,-16.66666667,8.666666667,1020.125,123.8975,0,0,141.4351852
4/2/2010,30.75,-15.25,6.541666667,1020.375,38.605,0,0,28.04166667
4/3/2010,101.2083333,-7.416666667,7.916666667,1016.916667,21.94166667,0,0,30.75
4/4/2010,123.5,-4.791666667,13.83333333,1009.625,7.189583333,0,0,101.2083333
4/5/2010,135.0833333,1.708333333,10.91666667,1014,10.46875,0,0.125,123.5
4/6/2010,20.375,-12.29166667,10.5,1025.333333,17.05916667,0,0,135.0833333
4/7/2010,92.875,-5.916666667,11.91666667,1020.041667,26.17,0,0,20.375
4/8/2010,106,0.875,14.58333333,1008.25,109.4975,0,0,92.875
4/9/2010,85.91666667,2.25,11.16666667,1011.458333,19.20375,0,0,106
4/10/2010,36.20833333,-8.416666667,10.58333333,1017.625,17.63708333,0,0,85.91666667
4/11/2010,68.75,0.25,6.25,1017,49.27666667,0,0.875,36.20833333
4/12/2010,47.79166667,-6.208333333,7.083333333,1018,60.05666667,0,0.041666667,68.75
4/13/2010,20.125,-16.70833333,6.375,1026.791667,174.6608333,0,0,47.79166667
4/14/2010,56.79166667,-9.75,7.166666667,1026.333333,8.605833333,0,0,20.125
4/15/2010,171.0833333,0.708333333,6.083333333,1020.583333,51.53916667,0,0,56.79166667
4/16/2010,211,2.75,8.583333333,1018.166667,16.40458333,0,0,171.0833333
4/17/2010,147.5833333,3.375,8.583333333,1021.416667,72.46875,0,0,211
4/18/2010,232.625,6.458333333,13.54166667,1012.916667,3.204166667,0,0,147.5833333
4/19/2010,211.125,7.958333333,14.20833333,1014.208333,16.44625,0,0.25,232.625
4/20/2010,82.83333333,4,13.875,1019.083333,7.43125,0,0,211.125
4/21/2010,39.58333333,2.208333333,12.04166667,1022.208333,14.71166667,0,0.5,82.83333333
4/22/2010,39.41666667,5.333333333,9.458333333,1020.958333,13.33833333,0,5.125,39.58333333
4/23/2010,33.16666667,-4.041666667,13.20833333,1020.333333,10.78541667,0,0,39.41666667
4/24/2010,86.54166667,1.333333333,16.79166667,1016.333333,36.405,0,0,33.16666667
4/25/2010,87.5,6.541666667,13.83333333,1014.583333,83.17208333,0,0.625,86.54166667
4/26/2010,13.375,-5.458333333,8.875,1013.541667,24.72041667,0,0.041666667,87.5
4/27/2010,24.66666667,-10.70833333,8.708333333,1009.291667,138.9045833,0,0,13.375
4/28/2010,16.375,-9.583333333,10.5,1012.583333,319.0270833,0,0,24.66666667
4/29/2010,18.66666667,-6.75,14.04166667,1013.208333,90.69041667,0,0,16.375
4/30/2010,27.58333333,-5.708333333,18.375,1013.791667,164.9058333,0,0,18.66666667
5/1/2010,69.375,-0.083333333,20.83333333,1006.083333,17.11041667,0,0,27.58333333
5/2/2010,78.04166667,0.375,23.875,1002.25,19.75958333,0,0,69.375
5/3/2010,109.875,3.25,19.66666667,1007.458333,4.599166667,0,0,78.04166667
5/4/2010,137.2916667,11.625,19.66666667,1002.541667,12.32833333,0,0.5,109.875
5/5/2010,125.4583333,9.708333333,18.83333333,998.25,66.08333333,0,0.583333333,137.2916667
5/6/2010,18.95833333,0.25,20.625,1006,54.32083333,0,0,125.4583333
5/7/2010,96.41666667,2.416666667,21.66666667,1003.333333,38.77625,0,0,18.95833333
5/8/2010,128.2916667,6.5,19.54166667,1006.791667,17.47125,0,0,96.41666667
5/9/2010,79.875,0.666666667,17.29166667,1007.083333,33.40166667,0,0.125,128.2916667
5/10/2010,47.45833333,-0.458333333,16.83333333,1005.958333,49.94708333,0,0,79.875
5/11/2010,16.04166667,2,17.95833333,1014.708333,60.12125,0,0,47.45833333
5/12/2010,43.66666667,5.958333333,17.41666667,1017.875,13.74916667,0,0,16.04166667
5/13/2010,67.33333333,6.125,18.70833333,1017.5,13.39083333,0,0,43.66666667
5/14/2010,136.125,9.291666667,18,1015,9.4825,0,0.666666667,67.33333333
5/15/2010,181.75,12.25,21.45833333,1012.583333,8.51125,0,0,136.125
5/16/2010,109.9583333,12.375,18.70833333,1014,63.30958333,0,1.541666667,181.75
5/17/2010,69.375,13.29166667,16.45833333,1009.708333,14.10166667,0,1.166666667,109.9583333
5/18/2010,51.625,10.25,17.54166667,1002.041667,19.48125,0,0.958333333,69.375
5/19/2010,33.91666667,3.75,24.08333333,999.7916667,13.74375,0,0,51.625
5/20/2010,64.08333333,4.875,25.41666667,1004.708333,13.89166667,0,0,33.91666667
5/21/2010,108.2083333,10.875,23.375,1007.083333,19.445,0,0,64.08333333
5/22/2010,151.3333333,11.5,22.41666667,1005.708333,7.576666667,0,0,108.2083333
5/23/2010,125.25,9.958333333,24.16666667,1000.541667,7.597916667,0,0.041666667,151.3333333
5/24/2010,45.79166667,7.333333333,23.41666667,1003.208333,24.27166667,0,0,125.25
5/25/2010,33.20833333,3.958333333,24.875,1010.375,8.234583333,0,0,45.79166667
5/26/2010,81.91666667,11,25.16666667,1012.833333,22.11125,0,0,33.20833333
5/27/2010,85.35416667,14.54166667,20.83333333,1014.958333,3.743333333,0,3.416666667,81.91666667
5/28/2010,130.875,16.16666667,19.125,1009.708333,4.023333333,0,7.458333333,85.35416667
5/29/2010,143.5,13.04166667,22.79166667,1004.875,6.329166667,0,0,130.875
5/30/2010,39.45833333,11.125,23.20833333,1007.166667,9.515833333,0,0.041666667,143.5
5/31/2010,84.41666667,13.29166667,21.83333333,1014.666667,7.563333333,0,0.083333333,39.45833333
6/1/2010,109.8875,14.41666667,20.875,1015.208333,4.89625,0,0.125,84.41666667
6/2/2010,93.44583333,14.75,20.16666667,1016,3.29625,0,0.416666667,109.8875
6/3/2010,115.4583333,13.04166667,21.75,1017.333333,8.21,0,0,93.44583333
6/4/2010,81.3390411,11.83333333,22.66666667,1015.291667,13.44166667,0,0,115.4583333
6/5/2010,101.1712329,12.33333333,23.70833333,1012.041667,12.12083333,0,0,81.3390411
6/6/2010,125.8287671,12.625,24.83333333,1011.125,16.62875,0,0,101.1712329
6/7/2010,137.9526256,15.20833333,25.33333333,1012.541667,22.27666667,0,0,125.8287671
6/8/2010,158.0964912,12.70833333,25.75,1013.75,13.41333333,0,0,137.9526256
6/9/2010,83.88267544,12.08333333,25.5,1013.833333,7.094166667,0,0,158.0964912
6/10/2010,49.875,14.625,21.125,1013.333333,12.61166667,0,0.625,83.88267544
6/11/2010,86.83333333,15.45833333,21.375,1011.541667,6.78125,0,0,49.875
6/12/2010,110.1666667,16.29166667,24.5,1007.708333,7.152083333,0,0.125,86.83333333
6/13/2010,115.9583333,17.70833333,23.41666667,1005.208333,23.97291667,0,0.666666667,110.1666667
6/14/2010,83.66666667,18.08333333,24,1003.708333,9.46,0,0,115.9583333
6/15/2010,146.375,18.79166667,26.66666667,1001.041667,3.22125,0,0.041666667,83.66666667
6/16/2010,93.91666667,18.70833333,25.33333333,1000.375,6.034583333,0,0.25,146.375
6/17/2010,36.66666667,17.45833333,19.70833333,1002.083333,3.724166667,0,0.625,93.91666667
6/18/2010,67.08333333,17.04166667,21.79166667,1003.375,5.735833333,0,0,36.66666667
6/19/2010,94.5,18.08333333,24.41666667,1004.333333,5.624166667,0,0,67.08333333
6/20/2010,80.5,16.04166667,27.91666667,1006.916667,11.45708333,0,0,94.5
6/21/2010,74.20833333,15.375,25.66666667,1003.708333,6.09,0,0.041666667,80.5
6/22/2010,132.7916667,17.04166667,26.75,1004.75,19.64958333,0,0.041666667,74.20833333
6/23/2010,90.70833333,10.95833333,25.95833333,1009.458333,9.790416667,0,0,132.7916667
6/24/2010,76.83333333,13.04166667,26.08333333,1008,9.79875,0,0,90.70833333
6/25/2010,163.4166667,15.70833333,25.91666667,1008,8.94125,0,0,76.83333333
6/26/2010,173.4166667,16.58333333,26.16666667,1006.458333,8.380833333,0,0,163.4166667
6/27/2010,117.9583333,15.625,25.75,1003.958333,10.97291667,0,0.166666667,173.4166667
6/28/2010,153.4166667,18.95833333,26.41666667,1001.791667,12.79291667,0,0,117.9583333
6/29/2010,188.5416667,19.54166667,27.25,1002.916667,13.89291667,0,0,153.4166667
6/30/2010,177.5,20.04166667,26.25,1002.666667,7.805833333,0,0,188.5416667
7/1/2010,126.1666667,21.16666667,23.875,1000.375,5.384166667,0,1.5,177.5
7/2/2010,27.54166667,16.91666667,28.58333333,999.5833333,11.41708333,0,0,126.1666667
7/3/2010,68.95833333,19.125,30.5,999.7916667,9.049583333,0,0,27.54166667
7/4/2010,91.79166667,19.125,30.95833333,999.625,9.313333333,0,0.041666667,68.95833333
7/5/2010,48.08333333,12.29166667,32.375,999.625,14.95791667,0,0,91.79166667
7/6/2010,25.58333333,9.666666667,32.875,1000.208333,13.7625,0,0,48.08333333
7/7/2010,56.91666667,16.125,27.33333333,1004.25,9.42375,0,0,25.58333333
7/8/2010,45.625,14.625,29.91666667,1005.625,8.997916667,0,0,56.91666667
7/9/2010,86.16666667,18.25,25.5,1006.25,12.38583333,0,1.083333333,45.625
7/10/2010,80.875,19.79166667,21.66666667,1005.541667,12.7275,0,3.208333333,86.16666667
7/11/2010,163.9166667,20.41666667,22.875,1004.541667,23.10458333,0,0.666666667,80.875
7/12/2010,120.9583333,20.41666667,22.875,1006.291667,2.570416667,0,0.041666667,163.9166667
7/13/2010,106.25,20.875,24.45833333,1009.416667,7.860833333,0,0.416666667,120.9583333
7/14/2010,129.2916667,21.70833333,25.20833333,1009.833333,3.724166667,0,0,106.25
7/15/2010,195.9166667,21.83333333,24.08333333,1006.333333,4.60125,0,0.375,129.2916667
7/16/2010,202.75,22.58333333,26.75,1004.333333,8.736666667,0,0.125,195.9166667
7/17/2010,113.6666667,22.16666667,27.875,1005.916667,8.998333333,0,0.041666667,202.75
7/18/2010,156.0416667,22.58333333,28.25,1005.666667,18.12333333,0,0.041666667,113.6666667
7/19/2010,167.8333333,22.25,25.25,1006.333333,35.43291667,0,1.25,156.0416667
7/20/2010,43.16666667,19.83333333,25.95833333,1003.458333,15.04708333,0,0.583333333,167.8333333
7/21/2010,70.83333333,21.625,27.04166667,1006.208333,13.90833333,0,0,43.16666667
7/22/2010,163.4583333,23.45833333,28.25,1007.875,9.482083333,0,0,70.83333333
7/23/2010,173.5416667,23.45833333,29.83333333,1008.083333,17.4525,0,0,163.4583333
7/24/2010,94.08333333,23.04166667,30.16666667,1010.083333,25.11083333,0,0,173.5416667
7/25/2010,164.2083333,23.33333333,30.04166667,1009.666667,23.8975,0,0,94.08333333
7/26/2010,210.875,24.33333333,29.20833333,1008.125,9.574166667,0,0,164.2083333
7/27/2010,183.75,23.75,30.45833333,1004.375,23.50666667,0,0,210.875
7/28/2010,176.75,23.95833333,30.58333333,999.4583333,49.10625,0,0,183.75
7/29/2010,197.5833333,26.20833333,30.20833333,996.2083333,21.2175,0,0.25,176.75
7/30/2010,214.9166667,25.25,27.875,998.8333333,6.125416667,0,0.125,197.5833333
7/31/2010,125.5833333,22.625,28.79166667,1000.125,14.37291667,0,0.25,214.9166667
8/1/2010,41.54166667,18.20833333,26.95833333,1008.291667,12.51625,0,0.083333333,125.5833333
8/2/2010,68.79166667,16.25,26.20833333,1008.083333,8.67625,0,0,41.54166667
8/3/2010,146.1666667,18.95833333,25.70833333,1002.541667,9.093333333,0,0,68.79166667
8/4/2010,120.0833333,21.375,24.54166667,1003,15.0825,0,0.416666667,146.1666667
8/5/2010,22.41666667,13.20833333,26.875,1008,57.57708333,0,0,120.0833333
8/6/2010,19.875,13.04166667,24.41666667,1015.208333,69.77833333,0,0,22.41666667
8/7/2010,79.875,18.04166667,24.5,1010.875,15.55125,0,0.25,19.875
8/8/2010,92.83333333,20.04166667,25.41666667,1004.125,8.830833333,0,0.916666667,79.875
8/9/2010,238.1666667,22.41666667,27.29166667,1003.875,4.919166667,0,0,92.83333333
8/10/2010,148.1666667,18.83333333,27.45833333,1006.25,11.81166667,0,0,238.1666667
8/11/2010,116.1666667,21.95833333,25.20833333,1004.958333,21.68791667,0,0.25,148.1666667
8/12/2010,92.33333333,21.29166667,26.75,1001.166667,4.766666667,0,0,116.1666667
8/13/2010,132.34843,24.58333333,27.41666667,1000.916667,7.115833333,0,0.083333333,92.33333333
8/14/2010,136.3478261,13.41666667,29.375,999.4166667,22.92833333,0,0,132.34843
8/15/2010,125.2173913,11.16666667,28.66666667,1004.333333,19.66458333,0,0,136.3478261
8/16/2010,102.3363527,16.08333333,27.875,1006.75,11.19041667,0,0,125.2173913
8/17/2010,141.875,18.45833333,27.625,1007.833333,34.385,0,0,102.3363527
8/18/2010,233.8333333,22.5,25.5,1010.166667,41.36,0,2.041666667,141.875
8/19/2010,110.1666667,21.33333333,24.625,1011.833333,9.111666667,0,2.125,233.8333333
8/20/2010,119.25,22.16666667,26.45833333,1013.875,10.22625,0,0,110.1666667
8/21/2010,38.66666667,19.375,21.41666667,1012,15.1625,0,4.458333333,119.25
8/22/2010,21.95833333,16.29166667,23,1013.166667,10.67166667,0,0.208333333,38.66666667
8/23/2010,79.375,18.66666667,23.70833333,1013.708333,6.5375,0,0,21.95833333
8/24/2010,132.375,19.41666667,24.33333333,1013.625,15.59166667,0,0,79.375
8/25/2010,87.625,17.625,23.04166667,1014.541667,3.593333333,0,0,132.375
8/26/2010,63.875,17,25.04166667,1014.25,7.469166667,0,0,87.625
8/27/2010,39.41666667,15.16666667,24.83333333,1012.583333,17.13791667,0,0,63.875
8/28/2010,47.66666667,16.54166667,24.75,1010.208333,11.58583333,0,0,39.41666667
8/29/2010,114.8333333,18.95833333,25.70833333,1007.5,10.13375,0,0,47.66666667
8/30/2010,109.4166667,19.75,25.45833333,1007.791667,6.205416667,0,0.041666667,114.8333333
8/31/2010,88.79166667,19.54166667,23.79166667,1010.125,5.197916667,0,0.125,109.4166667
9/1/2010,70.375,18.95833333,23.25,1013.416667,11.75458333,0,0.25,88.79166667
9/2/2010,96.20833333,18.83333333,24.29166667,1014.791667,5.176666667,0,0,70.375
9/3/2010,110.9166667,19.08333333,23,1013.583333,5.77125,0,0.666666667,96.20833333
9/4/2010,93.58333333,16.875,23.25,1012.375,4.43375,0,0,110.9166667
9/5/2010,118.7916667,19.16666667,24.08333333,1010.916667,6.7725,0,0,93.58333333
9/6/2010,153.9583333,19.95833333,24.91666667,1010.125,2.940833333,0,0,118.7916667
9/7/2010,134.5833333,18.25,24.20833333,1013.5,4.560416667,0,0,153.9583333
9/8/2010,96.54166667,14.08333333,21.95833333,1014.791667,5.659583333,0,0,134.5833333
9/9/2010,159.75,15.66666667,21.75,1011.458333,12.66416667,0,0,96.54166667
9/10/2010,99.75,12.04166667,23.375,1008.041667,17.78916667,0,0,159.75
9/11/2010,61.375,12.45833333,24.125,1009.25,10.26458333,0,0,99.75
9/12/2010,121.2083333,14.66666667,24.66666667,1010.458333,6.01625,0,0,61.375
9/13/2010,156.5833333,16.45833333,25.29166667,1011.583333,6.625,0,0,121.2083333
9/14/2010,195.7916667,16.70833333,24.91666667,1013,8.0475,0,0,156.5833333
9/15/2010,306.6666667,19.33333333,25.04166667,1011.166667,17.50791667,0,0,195.7916667
9/16/2010,195.5,19.875,23.41666667,1010.375,82.6,0,0.791666667,306.6666667
9/17/2010,45.04166667,14.75,16.08333333,1012.5,38.96958333,0,15.5,195.5
9/18/2010,23.29166667,12.70833333,15.08333333,1014.708333,4.975,0,12.25,45.04166667
9/19/2010,70.27083333,13.95833333,19.20833333,1012.875,5.384166667,0,0.25,23.29166667
9/20/2010,92.75,15.08333333,17.66666667,1012.333333,8.216666667,0,0.708333333,70.27083333
9/21/2010,7.913995726,11.16666667,14.79166667,1020.666667,17.04375,0,3,92.75
9/22/2010,12.27884615,3.625,15.20833333,1022.958333,9.126666667,0,0,7.913995726
9/23/2010,18.58653846,7.75,16.625,1018.625,12.29083333,0,0,12.27884615
9/24/2010,24.89423077,10,17.29166667,1017.166667,8.65875,0,0,18.58653846
9/25/2010,31.20192308,11.375,16.33333333,1015.791667,12.71833333,0,0.041666667,24.89423077
9/26/2010,37.50961538,6.583333333,18,1017.125,7.098333333,0,0,31.20192308
9/27/2010,45.99553225,1.083333333,16.95833333,1016.541667,45.94666667,0,0,37.50961538
9/28/2010,86.53246753,-0.166666667,13.41666667,1024.916667,28.05625,0,0,45.99553225
9/29/2010,137.6493506,6.083333333,12.75,1021.125,3.983333333,0,0,86.53246753
9/30/2010,188.8333333,10.16666667,15.45833333,1018.291667,2.885416667,0,0,137.6493506
10/1/2010,223.5,13.75,17.66666667,1017.625,1.9725,0,0.041666667,188.8333333
10/2/2010,35.04166667,11.375,17.41666667,1013.5,48.48708333,0,1.458333333,223.5
10/3/2010,10,2.375,17.75,1016.041667,198.795,0,0,35.04166667
10/4/2010,24.54166667,6.916666667,15.54166667,1017.708333,5.269166667,0,0,10
10/5/2010,77.08333333,10.41666667,16.625,1014.291667,4.469583333,0,0,24.54166667
10/6/2010,268.8333333,13.29166667,17,1013.458333,3.424583333,0,0,77.08333333
10/7/2010,377.0833333,13.375,16.70833333,1015.583333,2.604583333,0,0,268.8333333
10/8/2010,368.2916667,12.875,16.08333333,1014.916667,2.643333333,0,0,377.0833333
10/9/2010,357.25,12.66666667,15.33333333,1010.791667,2.21125,0,0,368.2916667
10/10/2010,387.9583333,14,15.25,1011.083333,2.492916667,0,0.916666667,357.25
10/11/2010,10.375,6.916666667,14.70833333,1017.666667,16.68666667,0,0.75,387.9583333
10/12/2010,50.79166667,5.916666667,12.29166667,1022.083333,4.917083333,0,0,10.375
10/13/2010,116.25,8.583333333,14.04166667,1016.75,4.50375,0,0,50.79166667
10/14/2010,16.04166667,0,15.16666667,1019.458333,45.8925,0,0,116.25
10/15/2010,39.33333333,-0.041666667,14.95833333,1015.833333,74.39041667,0,0,16.04166667
10/16/2010,76.25,5.166666667,12.04166667,1018.25,20.03333333,0,0,39.33333333
10/17/2010,45.70833333,-2.875,8.625,1028.333333,66.14666667,0,0,76.25
10/18/2010,67.75,3.375,7.208333333,1026.958333,6.088333333,0,2.291666667,45.70833333
10/19/2010,71.66666667,6.75,8.708333333,1026.791667,1.915833333,0,0,67.75
10/20/2010,82.20833333,6.666666667,9.083333333,1027.208333,1.915416667,0,0,71.66666667
10/21/2010,124.375,8.333333333,10.45833333,1022.541667,1.879583333,0,0,82.20833333
10/22/2010,168.9166667,9.541666667,11.66666667,1020.375,1.84,0,0,124.375
10/23/2010,216.625,11.375,13.08333333,1018.625,2.492083333,0,0.416666667,168.9166667
10/24/2010,101.4583333,6.5,9.416666667,1023.333333,23.63666667,0,3.791666667,216.625
10/25/2010,11.125,-8.375,8.25,1031.291667,83.95125,0,0,101.4583333
10/26/2010,13.04166667,-11.04166667,3.541666667,1039.083333,7.636666667,0,0,11.125
10/27/2010,86.875,-3,3.541666667,1030.625,3.124166667,0,0,13.04166667
10/28/2010,77.29166667,-0.708333333,8.375,1027.958333,7.280833333,0,0,86.875
10/29/2010,52.125,-0.5,10.54166667,1027.291667,9.57375,0,0,77.29166667
10/30/2010,50.70833333,-0.166666667,10.29166667,1026.791667,8.28875,0,0,52.125
10/31/2010,72.70833333,0.25,9.916666667,1024.333333,13.735,0,0,50.70833333
11/1/2010,51.77651515,-4.541666667,8.583333333,1028.25,12.815,0,0,72.70833333
11/2/2010,45.5,-6.75,6.583333333,1028.333333,8.307083333,0,0,51.77651515
11/3/2010,71.43181818,-0.916666667,7.25,1022.375,3.219166667,0,0,45.5
11/4/2010,65.79166667,-0.833333333,9.833333333,1021.708333,10.95416667,0,0,71.43181818
11/5/2010,101.5,1.208333333,10.04166667,1019.75,7.45,0,0,65.79166667
11/6/2010,271.0833333,4.208333333,8.583333333,1015.958333,2.120833333,0,0,101.5
11/7/2010,69.375,-2,10.08333333,1017.625,60.88541667,0,0,271.0833333
